"","Class","case","fraction_total_reads","group","sex","sample"
"2194","Gammaproteobacteria","27.unmapped",0.000139587,"malt","fem","exo"
"2195","Gammaproteobacteria","23.unmapped",5.99e-05,"malt","male","exo"
"2196","Gammaproteobacteria","17.unmapped",0.0001413,"control","male","exo"
"2197","Gammaproteobacteria","26.unmapped",6.68e-05,"control","fem","exo"
"2198","Gammaproteobacteria","24.unmapped",6.94e-05,"control","fem","exo"
"2199","Gammaproteobacteria","22.unmapped",0.000106189,"malt","male","exo"
"2200","Gammaproteobacteria","26.unmapped",6.94e-05,"control","fem","exo"
"2201","Gammaproteobacteria","26.unmapped",0.00010362,"control","fem","exo"
"2202","Gammaproteobacteria","27.unmapped",0.000106189,"malt","fem","exo"
"2203","Gammaproteobacteria","21.unmapped",4.37e-05,"malt","male","exo"
"2204","Gammaproteobacteria","22.unmapped",4.45e-05,"malt","male","exo"
"2205","Gammaproteobacteria","20.unmapped",6.68e-05,"control","male","exo"
"2206",NA,NA,NA,NA,NA,"exo"
"2207",NA,NA,NA,NA,NA,"exo"
"2208",NA,NA,NA,NA,NA,"exo"
"2209",NA,NA,NA,NA,NA,"exo"
"2210",NA,NA,NA,NA,NA,"exo"
"2211",NA,NA,NA,NA,NA,"exo"
"2212",NA,NA,NA,NA,NA,"exo"
"2213",NA,NA,NA,NA,NA,"exo"
"2214",NA,NA,NA,NA,NA,"exo"
"2215","Gammaproteobacteria","21.unmapped",0.000279174,"malt","male","exo"
"2216","Sphingobacteriia","25.unmapped",5.14e-05,"control","fem","exo"
"2217","Sphingobacteriia","19.unmapped",4.37e-05,"control","male","exo"
"2218","Sphingobacteriia","29.unmapped",5.14e-05,"malt","fem","exo"
"2219","Sphingobacteriia","24.unmapped",4.88e-05,"control","fem","exo"
"2220","Sphingobacteriia","18.unmapped",5.57e-05,"control","male","exo"
"2221","Sphingobacteriia","22.unmapped",7.36e-05,"malt","male","exo"
"2222","Sphingobacteriia","28.unmapped",5.22e-05,"malt","fem","exo"
"2223","Sphingobacteriia","17.unmapped",5.05e-05,"control","male","exo"
"2224","Gammaproteobacteria","24.unmapped",0.000144725,"control","fem","exo"
"2225","Gammaproteobacteria","25.unmapped",4.37e-05,"control","fem","exo"
"2226","Gammaproteobacteria","21.unmapped",6.17e-05,"malt","male","exo"
"2227","Gammaproteobacteria","26.unmapped",4.71e-05,"control","fem","exo"
"2228","Gammaproteobacteria","21.unmapped",5.48e-05,"malt","male","exo"
"2229","Gammaproteobacteria","17.unmapped",4.28e-05,"control","male","exo"
"2230","Gammaproteobacteria","17.unmapped",4.54e-05,"control","male","exo"
"2231","Gammaproteobacteria","29.unmapped",0.000130167,"malt","fem","exo"
"2232","Gammaproteobacteria","18.unmapped",0.000174698,"control","male","exo"
"2233","Gammaproteobacteria","28.unmapped",0.000140443,"malt","fem","exo"
"2234","Gammaproteobacteria","20.unmapped",4.28e-05,"control","male","exo"
"2235","Gammaproteobacteria","25.unmapped",7.28e-05,"control","fem","exo"
"2236","Gammaproteobacteria","26.unmapped",4.62e-05,"control","fem","exo"
"2237","Gammaproteobacteria","19.unmapped",9.25e-05,"control","male","exo"
"2238","Gammaproteobacteria","22.unmapped",7.36e-05,"malt","male","exo"
"2239","Gammaproteobacteria","17.unmapped",0.000224367,"control","male","exo"
"2240","Gammaproteobacteria","29.unmapped",0.000145581,"malt","fem","exo"
"2241","Gammaproteobacteria","23.unmapped",5.82e-05,"malt","male","exo"
"2242","Gammaproteobacteria","27.unmapped",4.2e-05,"malt","fem","exo"
"2243","Gammaproteobacteria","18.unmapped",8.91e-05,"control","male","exo"
"2244","Gammaproteobacteria","17.unmapped",6.85e-05,"control","male","exo"
"2245","Gammaproteobacteria","28.unmapped",4.97e-05,"malt","fem","exo"
"2246","Gammaproteobacteria","29.unmapped",4.62e-05,"malt","fem","exo"
"2247","Gammaproteobacteria","17.unmapped",8.05e-05,"control","male","exo"
"2248","Gammaproteobacteria","18.unmapped",7.96e-05,"control","male","exo"
"2249","Gammaproteobacteria","29.unmapped",6.25e-05,"malt","fem","exo"
"2250","Gammaproteobacteria","19.unmapped",7.96e-05,"control","male","exo"
"2251","Gammaproteobacteria","18.unmapped",6.94e-05,"control","male","exo"
"2252","Gammaproteobacteria","28.unmapped",0.00015757,"malt","fem","exo"
"2253","Gammaproteobacteria","22.unmapped",0.000178979,"malt","male","exo"
"2254","Betaproteobacteria","22.unmapped",6.17e-05,"malt","male","exo"
"2255","Betaproteobacteria","26.unmapped",0.000272323,"control","fem","exo"
"2256","Betaproteobacteria","18.unmapped",7.54e-05,"control","male","exo"
"2257","Betaproteobacteria","24.unmapped",0.000244919,"control","fem","exo"
"2258","Betaproteobacteria","23.unmapped",4.8e-05,"malt","male","exo"
"2259","Betaproteobacteria","17.unmapped",5.82e-05,"control","male","exo"
"2260","Betaproteobacteria","21.unmapped",0.000135305,"malt","male","exo"
"2261","Betaproteobacteria","29.unmapped",7.88e-05,"malt","fem","exo"
"2262","Betaproteobacteria","19.unmapped",7.71e-05,"control","male","exo"
"2263","Betaproteobacteria","27.unmapped",6.51e-05,"malt","fem","exo"
"2264","Betaproteobacteria","20.unmapped",0.000164421,"control","male","exo"
"2265","Betaproteobacteria","25.unmapped",0.00015072,"control","fem","exo"
"2266","Betaproteobacteria","21.unmapped",8.39e-05,"malt","male","exo"
"2267","Betaproteobacteria","20.unmapped",8.48e-05,"control","male","exo"
"2268","Betaproteobacteria","18.unmapped",5.22e-05,"control","male","exo"
"2269","Betaproteobacteria","25.unmapped",0.000469286,"control","fem","exo"
"2270","Betaproteobacteria","19.unmapped",4.97e-05,"control","male","exo"
"2271","Betaproteobacteria","24.unmapped",5.4e-05,"control","fem","exo"
"2272","Betaproteobacteria","21.unmapped",0.000111327,"malt","male","exo"
"2273","Betaproteobacteria","24.unmapped",0.000110471,"control","fem","exo"
"2274","Betaproteobacteria","25.unmapped",0.000208952,"control","fem","exo"
"2275","Betaproteobacteria","23.unmapped",0.000532656,"malt","male","exo"
"2276","Betaproteobacteria","27.unmapped",0.000156714,"malt","fem","exo"
"2277","Betaproteobacteria","28.unmapped",0.000175554,"malt","fem","exo"
"2278","Betaproteobacteria","17.unmapped",0.000155001,"control","male","exo"
"2279","Betaproteobacteria","20.unmapped",0.00013873,"control","male","exo"
"2280","Betaproteobacteria","19.unmapped",0.00018583,"control","male","exo"
"2281","Betaproteobacteria","18.unmapped",0.000153289,"control","male","exo"
"2282","Betaproteobacteria","22.unmapped",0.000192681,"malt","male","exo"
"2283","Betaproteobacteria","29.unmapped",0.000158427,"malt","fem","exo"
"2284","Betaproteobacteria","26.unmapped",0.000152432,"control","fem","exo"
"2285","Actinomycetia","24.unmapped",5.91e-05,"control","fem","exo"
"2286","Betaproteobacteria","23.unmapped",4.2e-05,"malt","male","exo"
"2287","Betaproteobacteria","18.unmapped",0.000119034,"control","male","exo"
"2288","Betaproteobacteria","19.unmapped",9.51e-05,"control","male","exo"
"2289","Betaproteobacteria","26.unmapped",7.96e-05,"control","fem","exo"
"2290","Betaproteobacteria","22.unmapped",0.000109614,"malt","male","exo"
"2291","Betaproteobacteria","17.unmapped",0.000114752,"control","male","exo"
"2292","Betaproteobacteria","25.unmapped",0.000149007,"control","fem","exo"
"2293","Betaproteobacteria","27.unmapped",4.37e-05,"malt","fem","exo"
"2294","Betaproteobacteria","24.unmapped",8.48e-05,"control","fem","exo"
"2295","Betaproteobacteria","29.unmapped",0.000109614,"malt","fem","exo"
"2296","Betaproteobacteria","20.unmapped",4.28e-05,"control","male","exo"
"2297","Betaproteobacteria","28.unmapped",9.33e-05,"malt","fem","exo"
"2298","Betaproteobacteria","21.unmapped",7.79e-05,"malt","male","exo"
"2299","Alphaproteobacteria","20.unmapped",6.77e-05,"control","male","exo"
"2300","Alphaproteobacteria","26.unmapped",4.45e-05,"control","fem","exo"
"2301","Alphaproteobacteria","25.unmapped",9.68e-05,"control","fem","exo"
"2302","Alphaproteobacteria","28.unmapped",4.28e-05,"malt","fem","exo"
"2303","Alphaproteobacteria","27.unmapped",4.71e-05,"malt","fem","exo"
"2304","Alphaproteobacteria","23.unmapped",0.000244919,"malt","male","exo"
"2305","Alphaproteobacteria","29.unmapped",4.45e-05,"malt","fem","exo"
"2306","Alphaproteobacteria","20.unmapped",8.73e-05,"control","male","exo"
"2307","Alphaproteobacteria","19.unmapped",6.08e-05,"control","male","exo"
"2308","Alphaproteobacteria","24.unmapped",4.71e-05,"control","fem","exo"
"2309","Alphaproteobacteria","22.unmapped",5.05e-05,"malt","male","exo"
"2310","Alphaproteobacteria","19.unmapped",0.000100194,"control","male","exo"
"2311","Alphaproteobacteria","17.unmapped",4.54e-05,"control","male","exo"
"2312","Alphaproteobacteria","28.unmapped",0.000301439,"malt","fem","exo"
"2313","Alphaproteobacteria","23.unmapped",5.99e-05,"malt","male","exo"
"2314","Alphaproteobacteria","29.unmapped",0.000194394,"malt","fem","exo"
"2315","Alphaproteobacteria","17.unmapped",0.000512104,"control","male","exo"
"2316","Alphaproteobacteria","24.unmapped",0.000119891,"control","fem","exo"
"2317","Alphaproteobacteria","26.unmapped",0.00024235,"control","fem","exo"
"2318","Alphaproteobacteria","18.unmapped",0.00040934,"control","male","exo"
"2319","Alphaproteobacteria","19.unmapped",0.000164421,"control","male","exo"
"2320","Alphaproteobacteria","25.unmapped",0.000203814,"control","fem","exo"
"2321","Alphaproteobacteria","21.unmapped",0.000155001,"malt","male","exo"
"2322","Alphaproteobacteria","22.unmapped",0.00036481,"malt","male","exo"
"2323","Alphaproteobacteria","27.unmapped",7.36e-05,"malt","fem","exo"
"2324","Alphaproteobacteria","20.unmapped",0.000297157,"control","male","exo"
"2325","Alphaproteobacteria","26.unmapped",5.57e-05,"control","fem","exo"
"2326","Alphaproteobacteria","29.unmapped",6.17e-05,"malt","fem","exo"
"2327","Alphaproteobacteria","22.unmapped",5.4e-05,"malt","male","exo"
"2328","Alphaproteobacteria","18.unmapped",4.45e-05,"control","male","exo"
"2329","Alphaproteobacteria","17.unmapped",4.11e-05,"control","male","exo"
"2330","Alphaproteobacteria","28.unmapped",6.42e-05,"malt","fem","exo"
"2331","Actinomycetia","21.unmapped",8.22e-05,"malt","male","exo"
"2332","Actinomycetia","26.unmapped",4.71e-05,"control","fem","exo"
"2333","Actinomycetia","21.unmapped",4.54e-05,"malt","male","exo"
"2334","Actinomycetia","20.unmapped",4.88e-05,"control","male","exo"
"2335","Actinomycetia","26.unmapped",5.65e-05,"control","fem","exo"
"2336","Actinomycetia","25.unmapped",7.02e-05,"control","fem","exo"
"2337","Actinomycetia","23.unmapped",0.000132736,"malt","male","exo"
"2338","Actinomycetia","26.unmapped",4.8e-05,"control","fem","exo"
"2339","Actinomycetia","20.unmapped",5.4e-05,"control","male","exo"
"2340","Actinomycetia","21.unmapped",7.36e-05,"malt","male","exo"
"2341","Actinomycetia","24.unmapped",4.97e-05,"control","fem","exo"
"2342","Actinomycetia","24.unmapped",8.91e-05,"control","fem","exo"
"2343","Actinomycetia","25.unmapped",4.62e-05,"control","fem","exo"
"2344","Actinomycetia","21.unmapped",7.19e-05,"malt","male","exo"
"2345","Actinomycetia","20.unmapped",5.74e-05,"control","male","exo"
"2346","Actinomycetia","25.unmapped",7.45e-05,"control","fem","exo"
"2347","Actinomycetia","24.unmapped",0.000107901,"control","fem","exo"
"2348","Actinomycetia","26.unmapped",0.000152432,"control","fem","exo"
"2349","Actinomycetia","20.unmapped",0.000182405,"control","male","exo"
"2350","Actinomycetia","25.unmapped",7.62e-05,"control","fem","exo"
"2351","Actinomycetia","21.unmapped",0.000115609,"malt","male","exo"
"2352","Betaproteobacteria","29.unmapped",6.59e-05,"malt","fem","exo"
"2353","Betaproteobacteria","23.unmapped",4.45e-05,"malt","male","exo"
"2354","Betaproteobacteria","26.unmapped",4.28e-05,"control","fem","exo"
"2355","Betaproteobacteria","17.unmapped",9.93e-05,"control","male","exo"
"2356","Betaproteobacteria","19.unmapped",9.68e-05,"control","male","exo"
"2357","Betaproteobacteria","18.unmapped",0.000115609,"control","male","exo"
"2358","Betaproteobacteria","27.unmapped",5.74e-05,"malt","fem","exo"
"2359","Betaproteobacteria","24.unmapped",5.05e-05,"control","fem","exo"
"2360","Betaproteobacteria","22.unmapped",9.25e-05,"malt","male","exo"
"2361","Betaproteobacteria","28.unmapped",0.000130167,"malt","fem","exo"
"2362","Betaproteobacteria","29.unmapped",0.000121603,"malt","fem","exo"
"2363","Betaproteobacteria","19.unmapped",6.94e-05,"control","male","exo"
"2364","Betaproteobacteria","26.unmapped",4.54e-05,"control","fem","exo"
"2365","Betaproteobacteria","18.unmapped",7.88e-05,"control","male","exo"
"2366","Betaproteobacteria","22.unmapped",8.14e-05,"malt","male","exo"
"2367","Betaproteobacteria","17.unmapped",9.76e-05,"control","male","exo"
"2368","Betaproteobacteria","29.unmapped",7.88e-05,"malt","fem","exo"
"2369","Betaproteobacteria","28.unmapped",0.000107901,"malt","fem","exo"
"2370","Betaproteobacteria","20.unmapped",4.71e-05,"control","male","exo"
"2371","Betaproteobacteria","29.unmapped",4.11e-05,"malt","fem","exo"
"2372","Betaproteobacteria","27.unmapped",4.62e-05,"malt","fem","exo"
"2373","Betaproteobacteria","25.unmapped",5.65e-05,"control","fem","exo"
"2374","Betaproteobacteria","18.unmapped",4.54e-05,"control","male","exo"
"2375","Betaproteobacteria","28.unmapped",4.54e-05,"malt","fem","exo"
"2376","Betaproteobacteria","24.unmapped",5.4e-05,"control","fem","exo"
"2377","Betaproteobacteria","26.unmapped",6.42e-05,"control","fem","exo"
"2378","Betaproteobacteria","21.unmapped",5.05e-05,"malt","male","exo"
"2379","Betaproteobacteria","20.unmapped",6.77e-05,"control","male","exo"
"2380","Betaproteobacteria","17.unmapped",5.74e-05,"control","male","exo"
"2381","Betaproteobacteria","22.unmapped",5.14e-05,"malt","male","exo"
"2382","Betaproteobacteria","19.unmapped",6.68e-05,"control","male","exo"
"2383","Betaproteobacteria","18.unmapped",5.74e-05,"control","male","exo"
"2384","Betaproteobacteria","29.unmapped",5.31e-05,"malt","fem","exo"
"2385","Betaproteobacteria","25.unmapped",6.77e-05,"control","fem","exo"
"2386","Betaproteobacteria","28.unmapped",9.08e-05,"malt","fem","exo"
"2387","Actinomycetia","20.unmapped",0.000399921,"control","male","exo"
"2388","Actinomycetia","25.unmapped",0.000375942,"control","fem","exo"
"2389","Actinomycetia","26.unmapped",0.000492408,"control","fem","exo"
"2390","Actinomycetia","24.unmapped",0.00041191,"control","fem","exo"
"2391","Actinomycetia","21.unmapped",0.000446164,"malt","male","exo"
"2392","Alphaproteobacteria","25.unmapped",0.000218372,"control","fem","exo"
"2393","Alphaproteobacteria","24.unmapped",4.45e-05,"control","fem","exo"
"2394","Alphaproteobacteria","29.unmapped",0.00011304,"malt","fem","exo"
"2395","Alphaproteobacteria","26.unmapped",7.36e-05,"control","fem","exo"
"2396","Alphaproteobacteria","20.unmapped",0.000106189,"control","male","exo"
"2397","Alphaproteobacteria","19.unmapped",0.000184118,"control","male","exo"
"2398","Alphaproteobacteria","23.unmapped",0.000665392,"malt","male","exo"
"2399","Alphaproteobacteria","22.unmapped",0.000117321,"malt","male","exo"
"2400","Planctomycetia","20.unmapped",5.74e-05,"control","male","exo"
"2401","Planctomycetia","18.unmapped",4.88e-05,"control","male","exo"
"2402","Planctomycetia","22.unmapped",5.65e-05,"malt","male","exo"
"2403","Planctomycetia","25.unmapped",4.37e-05,"control","fem","exo"
"2404","Planctomycetia","26.unmapped",5.65e-05,"control","fem","exo"
"2405","Planctomycetia","21.unmapped",5.57e-05,"malt","male","exo"
"2406","Planctomycetia","24.unmapped",4.97e-05,"control","fem","exo"
"2407","Planctomycetia","29.unmapped",6.17e-05,"malt","fem","exo"
"2408","Planctomycetia","28.unmapped",6.08e-05,"malt","fem","exo"
"2409","Planctomycetia","17.unmapped",6.34e-05,"control","male","exo"
"2410","Alphaproteobacteria","29.unmapped",4.54e-05,"malt","fem","exo"
"2411","Alphaproteobacteria","17.unmapped",5.4e-05,"control","male","exo"
"2412","Alphaproteobacteria","28.unmapped",8.56e-05,"malt","fem","exo"
"2413","Alphaproteobacteria","19.unmapped",4.88e-05,"control","male","exo"
"2414","Alphaproteobacteria","29.unmapped",6.42e-05,"malt","fem","exo"
"2415","Alphaproteobacteria","17.unmapped",8.05e-05,"control","male","exo"
"2416","Alphaproteobacteria","18.unmapped",5.22e-05,"control","male","exo"
"2417","Alphaproteobacteria","20.unmapped",6.25e-05,"control","male","exo"
"2418","Alphaproteobacteria","27.unmapped",6.17e-05,"malt","fem","exo"
"2419","Alphaproteobacteria","24.unmapped",4.11e-05,"control","fem","exo"
"2420","Alphaproteobacteria","26.unmapped",0.000118178,"control","fem","exo"
"2421","Alphaproteobacteria","22.unmapped",7.62e-05,"malt","male","exo"
"2422","Alphaproteobacteria","21.unmapped",5.65e-05,"malt","male","exo"
"2423","Flavobacteriia","17.unmapped",4.11e-05,"control","male","exo"
"2424","Flavobacteriia","29.unmapped",4.28e-05,"malt","fem","exo"
"2425","Betaproteobacteria","29.unmapped",4.45e-05,"malt","fem","exo"
"2426","Betaproteobacteria","27.unmapped",4.2e-05,"malt","fem","exo"
"2427","Betaproteobacteria","28.unmapped",6.17e-05,"malt","fem","exo"
"2428","Betaproteobacteria","18.unmapped",6.42e-05,"control","male","exo"
"2429","Betaproteobacteria","21.unmapped",5.22e-05,"malt","male","exo"
"2430","Betaproteobacteria","17.unmapped",5.74e-05,"control","male","exo"
"2431","Betaproteobacteria","22.unmapped",4.54e-05,"malt","male","exo"
"2432","Alphaproteobacteria","27.unmapped",4.71e-05,"malt","fem","exo"
"2433","Alphaproteobacteria","21.unmapped",0.000116465,"malt","male","exo"
"2434","Actinomycetia","21.unmapped",7.45e-05,"malt","male","exo"
"2435","Planctomycetia","26.unmapped",9.93e-05,"control","fem","exo"
"2436","Planctomycetia","21.unmapped",6.17e-05,"malt","male","exo"
"2437","Planctomycetia","28.unmapped",8.39e-05,"malt","fem","exo"
"2438","Planctomycetia","19.unmapped",6.42e-05,"control","male","exo"
"2439","Planctomycetia","24.unmapped",7.54e-05,"control","fem","exo"
"2440","Planctomycetia","18.unmapped",6.42e-05,"control","male","exo"
"2441","Planctomycetia","22.unmapped",7.11e-05,"malt","male","exo"
"2442","Planctomycetia","20.unmapped",8.48e-05,"control","male","exo"
"2443","Planctomycetia","25.unmapped",6.42e-05,"control","fem","exo"
"2444","Planctomycetia","29.unmapped",7.96e-05,"malt","fem","exo"
"2445","Planctomycetia","17.unmapped",7.19e-05,"control","male","exo"
"2446","Betaproteobacteria","23.unmapped",0.000134449,"malt","male","exo"
"2447","Betaproteobacteria","24.unmapped",0.000192681,"control","fem","exo"
"2448","Betaproteobacteria","26.unmapped",0.000222654,"control","fem","exo"
"2449","Betaproteobacteria","20.unmapped",0.000178979,"control","male","exo"
"2450","Betaproteobacteria","25.unmapped",0.000262903,"control","fem","exo"
"2451","Betaproteobacteria","19.unmapped",0.00024235,"control","male","exo"
"2452","Betaproteobacteria","29.unmapped",0.000319423,"malt","fem","exo"
"2453","Betaproteobacteria","17.unmapped",0.000341688,"control","male","exo"
"2454","Betaproteobacteria","22.unmapped",0.000290306,"malt","male","exo"
"2455","Betaproteobacteria","21.unmapped",0.000205527,"malt","male","exo"
"2456","Betaproteobacteria","18.unmapped",0.000442739,"control","male","exo"
"2457","Betaproteobacteria","27.unmapped",0.000142156,"malt","fem","exo"
"2458","Betaproteobacteria","28.unmapped",0.000268041,"malt","fem","exo"
"2459","Clostridia","26.unmapped",4.97e-05,"control","fem","exo"
"2460","Clostridia","17.unmapped",4.45e-05,"control","male","exo"
"2461","Clostridia","27.unmapped",4.97e-05,"malt","fem","exo"
"2462","Gammaproteobacteria","19.unmapped",0.001065313,"control","male","exo"
"2463","Gammaproteobacteria","24.unmapped",0.000560916,"control","fem","exo"
"2464","Gammaproteobacteria","25.unmapped",0.000377655,"control","fem","exo"
"2465","Gammaproteobacteria","21.unmapped",0.000220085,"malt","male","exo"
"2466","Gammaproteobacteria","26.unmapped",0.001117551,"control","fem","exo"
"2467","Gammaproteobacteria","27.unmapped",0.000352821,"malt","fem","exo"
"2468","Gammaproteobacteria","23.unmapped",0.000113896,"malt","male","exo"
"2469","Gammaproteobacteria","20.unmapped",0.000196963,"control","male","exo"
"2470","Gammaproteobacteria","22.unmapped",0.00056006,"malt","male","exo"
"2471","Gammaproteobacteria","29.unmapped",0.000960837,"malt","fem","exo"
"2472","Gammaproteobacteria","28.unmapped",0.000835808,"malt","fem","exo"
"2473","Gammaproteobacteria","18.unmapped",0.001405288,"control","male","exo"
"2474","Gammaproteobacteria","17.unmapped",0.000723625,"control","male","exo"
"2475","Deltaproteobacteria","28.unmapped",0.000288594,"malt","fem","exo"
"2476","Deltaproteobacteria","21.unmapped",6.17e-05,"malt","male","exo"
"2477","Deltaproteobacteria","29.unmapped",0.00017641,"malt","fem","exo"
"2478","Deltaproteobacteria","17.unmapped",0.000174698,"control","male","exo"
"2479","Deltaproteobacteria","18.unmapped",0.000190112,"control","male","exo"
"2480","Deltaproteobacteria","22.unmapped",0.000222654,"malt","male","exo"
"2481","Deltaproteobacteria","23.unmapped",6.08e-05,"malt","male","exo"
"2482","Deltaproteobacteria","20.unmapped",5.82e-05,"control","male","exo"
"2483","Deltaproteobacteria","27.unmapped",0.000111327,"malt","fem","exo"
"2484","Deltaproteobacteria","26.unmapped",4.71e-05,"control","fem","exo"
"2485","Deltaproteobacteria","25.unmapped",4.71e-05,"control","fem","exo"
"2486","Deltaproteobacteria","19.unmapped",0.00014815,"control","male","exo"
"2487","Deltaproteobacteria","24.unmapped",6.94e-05,"control","fem","exo"
"2488","Saprospiria","23.unmapped",4.97e-05,"malt","male","exo"
"2489","Saprospiria","22.unmapped",0.0001413,"malt","male","exo"
"2490","Saprospiria","18.unmapped",0.000115609,"control","male","exo"
"2491","Saprospiria","17.unmapped",0.000113896,"control","male","exo"
"2492","Saprospiria","29.unmapped",0.000137018,"malt","fem","exo"
"2493","Saprospiria","28.unmapped",0.000109614,"malt","fem","exo"
"2494","Saprospiria","24.unmapped",6.17e-05,"control","fem","exo"
"2495","Saprospiria","19.unmapped",0.00013188,"control","male","exo"
"2496","Saprospiria","20.unmapped",6.08e-05,"control","male","exo"
"2497","Saprospiria","21.unmapped",4.11e-05,"malt","male","exo"
"2498","Saprospiria","27.unmapped",7.45e-05,"malt","fem","exo"
"2499","Negativicutes","26.unmapped",4.71e-05,"control","fem","exo"
"2500","Gammaproteobacteria","27.unmapped",4.11e-05,"malt","fem","exo"
"2501","Gammaproteobacteria","22.unmapped",7.79e-05,"malt","male","exo"
"2502","Gammaproteobacteria","24.unmapped",4.2e-05,"control","fem","exo"
"2503","Gammaproteobacteria","21.unmapped",6.17e-05,"malt","male","exo"
"2504","Gammaproteobacteria","26.unmapped",4.28e-05,"control","fem","exo"
"2505","Alphaproteobacteria","26.unmapped",7.62e-05,"control","fem","exo"
"2506","Alphaproteobacteria","21.unmapped",0.000112183,"malt","male","exo"
"2507","Alphaproteobacteria","28.unmapped",5.14e-05,"malt","fem","exo"
"2508","Alphaproteobacteria","24.unmapped",6.34e-05,"control","fem","exo"
"2509","Alphaproteobacteria","25.unmapped",5.82e-05,"control","fem","exo"
"2510","Alphaproteobacteria","27.unmapped",5.14e-05,"malt","fem","exo"
"2511","Flavobacteriia","28.unmapped",4.37e-05,"malt","fem","exo"
"2512","Flavobacteriia","22.unmapped",4.2e-05,"malt","male","exo"
"2513","Betaproteobacteria","17.unmapped",5.4e-05,"control","male","exo"
"2514","Betaproteobacteria","22.unmapped",6.68e-05,"malt","male","exo"
"2515","Betaproteobacteria","18.unmapped",4.71e-05,"control","male","exo"
"2516","Betaproteobacteria","19.unmapped",4.97e-05,"control","male","exo"
"2517","Betaproteobacteria","29.unmapped",5.14e-05,"malt","fem","exo"
"2518","Betaproteobacteria","28.unmapped",8.65e-05,"malt","fem","exo"
"2519","Betaproteobacteria","29.unmapped",0.000257765,"malt","fem","exo"
"2520","Betaproteobacteria","25.unmapped",0.000238068,"control","fem","exo"
"2521","Betaproteobacteria","18.unmapped",0.000329699,"control","male","exo"
"2522","Betaproteobacteria","23.unmapped",0.000266328,"malt","male","exo"
"2523","Betaproteobacteria","17.unmapped",0.000351964,"control","male","exo"
"2524","Betaproteobacteria","26.unmapped",0.00030829,"control","fem","exo"
"2525","Betaproteobacteria","27.unmapped",0.000140443,"malt","fem","exo"
"2526","Betaproteobacteria","20.unmapped",0.000112183,"control","male","exo"
"2527","Betaproteobacteria","28.unmapped",0.000338263,"malt","fem","exo"
"2528","Betaproteobacteria","19.unmapped",0.00020467,"control","male","exo"
"2529","Betaproteobacteria","22.unmapped",0.000288594,"malt","male","exo"
"2530","Betaproteobacteria","21.unmapped",8.22e-05,"malt","male","exo"
"2531","Betaproteobacteria","24.unmapped",0.000172985,"control","fem","exo"
"2532","Planctomycetia","29.unmapped",6.17e-05,"malt","fem","exo"
"2533","Planctomycetia","19.unmapped",4.45e-05,"control","male","exo"
"2534","Planctomycetia","28.unmapped",7.45e-05,"malt","fem","exo"
"2535","Planctomycetia","18.unmapped",6.17e-05,"control","male","exo"
"2536","Planctomycetia","17.unmapped",6.94e-05,"control","male","exo"
"2537","Planctomycetia","27.unmapped",4.71e-05,"malt","fem","exo"
"2538","Planctomycetia","22.unmapped",9.51e-05,"malt","male","exo"
"2539","Fusobacteriia","25.unmapped",4.62e-05,"control","fem","exo"
"2540","Gammaproteobacteria","25.unmapped",0.000137874,"control","fem","exo"
"2541","Gammaproteobacteria","20.unmapped",4.37e-05,"control","male","exo"
"2542","Gammaproteobacteria","21.unmapped",4.97e-05,"malt","male","exo"
"2543","Deltaproteobacteria","22.unmapped",0.000549784,"malt","male","exo"
"2544","Deltaproteobacteria","24.unmapped",0.000107901,"control","fem","exo"
"2545","Deltaproteobacteria","19.unmapped",0.00087777,"control","male","exo"
"2546","Deltaproteobacteria","27.unmapped",0.000240637,"malt","fem","exo"
"2547","Deltaproteobacteria","28.unmapped",0.000446164,"malt","fem","exo"
"2548","Deltaproteobacteria","23.unmapped",0.000134449,"malt","male","exo"
"2549","Deltaproteobacteria","20.unmapped",8.91e-05,"control","male","exo"
"2550","Deltaproteobacteria","25.unmapped",0.000123316,"control","fem","exo"
"2551","Deltaproteobacteria","18.unmapped",0.000366522,"control","male","exo"
"2552","Deltaproteobacteria","17.unmapped",0.000417904,"control","male","exo"
"2553","Deltaproteobacteria","21.unmapped",8.99e-05,"malt","male","exo"
"2554","Deltaproteobacteria","29.unmapped",0.000445308,"malt","fem","exo"
"2555","Deltaproteobacteria","26.unmapped",8.39e-05,"control","fem","exo"
"2556","Sphingobacteriia","24.unmapped",9.76e-05,"control","fem","exo"
"2557","Sphingobacteriia","20.unmapped",7.71e-05,"control","male","exo"
"2558","Sphingobacteriia","28.unmapped",0.00015072,"malt","fem","exo"
"2559","Sphingobacteriia","26.unmapped",5.31e-05,"control","fem","exo"
"2560","Sphingobacteriia","29.unmapped",0.000104476,"malt","fem","exo"
"2561","Sphingobacteriia","22.unmapped",0.000167847,"malt","male","exo"
"2562","Sphingobacteriia","18.unmapped",0.00012246,"control","male","exo"
"2563","Sphingobacteriia","27.unmapped",7.28e-05,"malt","fem","exo"
"2564","Sphingobacteriia","19.unmapped",0.000109614,"control","male","exo"
"2565","Sphingobacteriia","21.unmapped",9.08e-05,"malt","male","exo"
"2566","Sphingobacteriia","17.unmapped",0.000137018,"control","male","exo"
"2567","Sphingobacteriia","25.unmapped",5.05e-05,"control","fem","exo"
"2568","Sphingobacteriia","18.unmapped",6.08e-05,"control","male","exo"
